"","time","number","diam","LDSA","surface","mass","A1","A2","idiff","HV","EM1","EM2","DV","T","RH","P","flow","bat","Ipump","error","PWMpump","Part_time"
"1323",1323,9736,29,15.27,59.78,0.98,2.463,0.736,0,276,-3.3,-1.31,359,20.8,53,1023.3,0.5,4.12,14.92,0,52,2023-10-05 07:16:07
"1324",1324,8273,33,14.95,66.18,1.24,2.411,0.846,1.99,3571,4.1,1.37,359,20.8,53,1023.3,0.5,4.11,15.04,0,52,2023-10-05 07:16:08
"1325",1325,8098,36,15.61,73.14,1.45,2.518,0.946,0,275,-3.17,-1.43,358,20.8,52,1023.3,0.5,4.12,14.8,0,52,2023-10-05 07:16:09
"1326",1326,8953,33,16.01,70.29,1.3,2.583,0.896,1.96,3571,4.35,1.49,359,20.8,52,1023.5,0.5,4.11,14.84,0,52,2023-10-05 07:16:10
"1327",1327,8887,33,15.94,70.14,1.3,2.571,0.895,0,275,-3.11,-0.87,358,20.8,52,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:16:11
"1328",1328,8542,34,15.69,70.46,1.34,2.53,0.904,2.02,3572,4.41,1.74,359,20.8,53,1023.5,0.5,4.11,15.04,0,52,2023-10-05 07:16:12
"1329",1329,9006,32,15.36,64.72,1.15,2.478,0.816,0,276,-3.17,-1.06,358,20.8,53,1023.6,0.5,4.12,15.2,0,52,2023-10-05 07:16:13
"1330",1330,8905,31,14.77,60.71,1.05,2.382,0.76,1.99,3572,4.35,1.31,359,20.8,53,1023.6,0.5,4.11,15.04,0,52,2023-10-05 07:16:14
"1331",1331,7827,35,14.72,67.48,1.31,2.374,0.869,0,276,-3.17,-1.12,358,20.8,53,1023.6,0.5,4.12,15.16,0,52,2023-10-05 07:16:15
"1332",1332,8163,36,16.05,76.45,1.55,2.588,0.991,1.99,3572,3.79,1.93,359,20.8,53,1023.4,0.501,4.11,15.12,0,52,2023-10-05 07:16:16
"1333",1333,7915,36,15.34,72.23,1.44,2.475,0.935,0,272,-2.8,-1.24,358,20.8,53,1023.4,0.5,4.12,14.92,0,52,2023-10-05 07:16:17
"1334",1334,7889,34,14.52,65.32,1.24,2.341,0.838,2,3572,4.35,1.37,358,20.8,53,1023.4,0.5,4.11,14.92,0,52,2023-10-05 07:16:18
"1335",1335,7933,35,15.13,70.24,1.38,2.441,0.907,0,273,-3.05,-1.06,359,20.8,53,1023.4,0.5,4.12,14.84,0,52,2023-10-05 07:16:19
"1336",1336,7470,37,15.1,73.72,1.53,2.435,0.959,1.99,3572,4.1,1.49,359,20.8,53,1023.4,0.5,4.11,15.28,0,52,2023-10-05 07:16:20
"1337",1337,7532,36,14.7,69.62,1.4,2.371,0.902,0,276,-2.92,-1.12,359,20.8,53,1023.4,0.5,4.12,15.16,0,52,2023-10-05 07:16:21
"1338",1338,7727,35,14.55,66.77,1.3,2.346,0.86,2.02,3572,4.41,1.43,358,20.8,53,1023.4,0.5,4.11,14.92,0,52,2023-10-05 07:16:22
"1339",1339,7704,35,14.65,67.83,1.33,2.363,0.875,0,273,-3.05,-1.24,358,20.8,53,1023.4,0.5,4.12,15.12,0,52,2023-10-05 07:16:23
"1340",1340,7493,37,15.15,73.95,1.54,2.443,0.962,2.01,3574,3.92,1.55,358,20.8,53,1023.4,0.499,4.11,15.24,0,52,2023-10-05 07:16:24
"1341",1341,7699,37,15.4,74.53,1.53,2.484,0.969,0,275,-3.3,-1.24,358,20.8,53,1023.4,0.5,4.12,15.12,0,52,2023-10-05 07:16:25
"1342",1342,7849,36,15.19,71.44,1.43,2.451,0.924,2.01,3576,4.29,1.43,359,20.8,53,1023.4,0.5,4.11,15.08,0,52,2023-10-05 07:16:26
"1343",1343,9144,32,15.87,67.9,1.22,2.56,0.86,0,275,-3.42,-0.99,358,20.9,53,1023.4,0.5,4.12,15,0,52,2023-10-05 07:16:27
"1344",1344,8880,34,16.16,72.01,1.36,2.606,0.922,2.01,3574,4.48,1.87,359,20.9,53,1023.4,0.5,4.11,15.08,0,52,2023-10-05 07:16:28
"1345",1345,8794,32,15.3,65.59,1.18,2.468,0.831,0,277,-3.17,-1.06,359,20.9,53,1023.4,0.5,4.12,15.04,0,52,2023-10-05 07:16:29
"1346",1346,8900,31,15.03,62.8,1.1,2.425,0.79,2.01,3572,3.73,1.31,359,20.8,53,1023.4,0.5,4.1,15.36,0,52,2023-10-05 07:16:30
"1347",1347,7744,36,15.29,73.11,1.49,2.466,0.948,0,273,-3.36,-1.12,359,20.8,53,1023.4,0.5,4.12,14.84,0,52,2023-10-05 07:16:31
"1348",1348,7244,38,15.02,74.95,1.59,2.422,0.978,1.97,3572,3.92,1.37,358,20.8,53,1023.4,0.5,4.12,15.24,0,52,2023-10-05 07:16:32
"1349",1349,7561,36,14.82,70.47,1.42,2.391,0.913,0,277,-3.11,-1.31,358,20.8,52,1023.4,0.5,4.12,15.32,0,52,2023-10-05 07:16:33
"1350",1350,8929,32,15.26,64.39,1.14,2.461,0.813,2.01,3571,3.85,1.43,359,20.8,52,1023.5,0.5,4.11,15.28,0,52,2023-10-05 07:16:34
"1351",1351,8789,31,14.69,60.78,1.06,2.369,0.763,0,273,-3.05,-1.06,359,20.8,52,1023.5,0.5,4.12,15.36,0,52,2023-10-05 07:16:35
"1352",1352,7770,34,14.32,64.52,1.23,2.31,0.828,1.97,3572,4.1,1.43,359,20.8,53,1023.5,0.5,4.11,15.36,0,53,2023-10-05 07:16:36
"1353",1353,7780,35,14.65,67.21,1.31,2.362,0.866,0,280,-3.05,-1.18,358,20.8,53,1023.5,0.499,4.11,15.36,0,53,2023-10-05 07:16:37
"1354",1354,7789,34,14.52,66.09,1.27,2.342,0.85,1.99,3572,4.29,1.49,358,20.8,53,1023.5,0.5,4.11,15.2,0,52,2023-10-05 07:16:38
"1355",1355,8425,32,14.66,62.8,1.13,2.364,0.796,0,275,-2.74,-0.99,359,20.8,53,1023.5,0.5,4.12,15.16,0,52,2023-10-05 07:16:39
"1356",1356,9142,30,14.64,58.38,0.98,2.361,0.724,2,3574,4.17,1.74,358,20.8,53,1023.5,0.5,4.11,15.32,0,52,2023-10-05 07:16:40
"1357",1357,7495,34,13.98,63.66,1.23,2.255,0.819,0,276,-2.67,-0.93,358,20.8,53,1023.5,0.5,4.12,15.32,0,52,2023-10-05 07:16:41
"1358",1358,7012,36,13.68,64.76,1.3,2.206,0.839,1.99,3572,3.92,1.49,359,20.8,53,1023.5,0.499,4.11,15.44,0,53,2023-10-05 07:16:42
"1359",1359,8847,30,14,55.26,0.91,2.258,0.682,0,275,-3.17,-0.87,358,20.8,53,1023.3,0.5,4.12,15.08,0,52,2023-10-05 07:16:43
"1360",1360,9174,28,13.97,53.3,0.85,2.253,0.65,2.01,3574,4.17,1.24,359,20.8,53,1023.3,0.499,4.12,15.04,0,52,2023-10-05 07:16:44
"1361",1361,9776,28,14.75,55.85,0.88,2.379,0.679,0,277,-2.98,-0.75,359,20.8,52,1023.3,0.5,4.12,15.12,0,52,2023-10-05 07:16:45
"1362",1362,9371,31,15.46,63.28,1.09,2.494,0.791,2.02,3570,3.73,1.18,359,20.8,52,1023.4,0.5,4.11,14.88,0,52,2023-10-05 07:16:46
"1363",1363,8279,32,14.5,62.48,1.14,2.338,0.793,0,276,-2.61,-1.12,358,20.8,52,1023.4,0.5,4.12,14.96,0,52,2023-10-05 07:16:47
"1364",1364,8351,30,13.6,55.03,0.93,2.194,0.686,2.02,3574,3.85,1.37,358,20.8,52,1023.4,0.5,4.11,15.16,0,52,2023-10-05 07:16:48
"1365",1365,8578,31,14.18,58.13,1,2.287,0.727,0.01,275,-2.86,-0.87,359,20.8,52,1023.3,0.499,4.12,15.08,0,52,2023-10-05 07:16:49
"1366",1366,9164,30,14.7,58.73,0.98,2.372,0.728,1.99,3574,3.85,1.24,359,20.8,52,1023.3,0.499,4.12,15.24,0,53,2023-10-05 07:16:50
"1367",1367,10600,26,14.66,51.5,0.75,2.365,0.604,0,273,-2.74,-0.99,359,20.8,53,1023.3,0.5,4.12,15.2,0,53,2023-10-05 07:16:51
"1368",1368,10085,27,14.51,52.68,0.8,2.34,0.628,2.01,3572,3.67,1.43,359,20.8,53,1023.4,0.5,4.11,15.28,0,52,2023-10-05 07:16:52
"1369",1369,7912,33,14.03,61.16,1.12,2.264,0.779,0,271,-2.86,-1.31,358,20.8,53,1023.4,0.5,4.12,15.32,0,52,2023-10-05 07:16:53
"1370",1370,7677,33,13.78,60.65,1.13,2.222,0.774,1.99,3572,3.79,1.24,358,20.8,53,1023.4,0.5,4.11,15.32,0,52,2023-10-05 07:16:54
"1371",1371,7472,35,14.09,64.74,1.26,2.272,0.834,0,275,-2.86,-0.87,358,20.8,53,1023.3,0.5,4.12,15.24,0,52,2023-10-05 07:16:55
"1372",1372,8341,32,14.54,62.39,1.13,2.345,0.791,2.02,3574,3.92,1.43,359,20.8,53,1023.3,0.5,4.11,15.28,0,52,2023-10-05 07:16:56
"1373",1373,9093,29,14.13,54.87,0.89,2.278,0.673,0,271,-2.86,-0.87,359,20.9,53,1023.3,0.5,4.12,15.24,0,52,2023-10-05 07:16:57
"1374",1374,7581,34,13.9,62.37,1.18,2.242,0.8,1.99,3572,3.79,1.37,359,20.9,53,1023.5,0.5,4.11,15.28,0,52,2023-10-05 07:16:58
"1375",1375,7157,36,14.02,66.58,1.34,2.261,0.863,0,276,-2.8,-1.18,358,20.9,53,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:16:59
"1376",1376,7264,34,13.44,60.76,1.16,2.168,0.78,1.99,3572,3.92,1.8,358,20.8,53,1023.5,0.5,4.11,15.2,0,52,2023-10-05 07:17:00
"1377",1377,7451,33,13.45,59.5,1.11,2.169,0.76,0,276,-2.86,-1.06,358,20.8,53,1023.4,0.5,4.12,15.12,0,52,2023-10-05 07:17:01
"1378",1378,8149,33,14.37,62.3,1.14,2.317,0.792,2,3574,3.73,1.43,358,20.8,53,1023.4,0.5,4.11,15.24,0,52,2023-10-05 07:17:02
"1379",1379,8732,31,14.41,58.96,1.01,2.324,0.737,0,276,-3.11,-0.81,359,20.8,52,1023.4,0.5,4.12,15.2,0,52,2023-10-05 07:17:03
"1380",1380,8968,29,13.89,53.78,0.87,2.24,0.659,2,3572,3.98,1.55,359,20.8,52,1023.4,0.5,4.11,14.92,0,52,2023-10-05 07:17:04
"1381",1381,7943,32,13.58,57.3,1.02,2.19,0.723,0,277,-3.05,-1.24,358,20.8,52,1023.4,0.5,4.12,15.04,0,52,2023-10-05 07:17:05
"1382",1382,7333,33,13.21,58.31,1.09,2.13,0.745,1.99,3572,3.67,1.31,358,20.8,52,1023.4,0.5,4.11,14.96,0,52,2023-10-05 07:17:06
"1383",1383,7960,31,13.13,53.71,0.92,2.118,0.672,0,275,-2.74,-0.99,359,20.8,52,1023.4,0.5,4.12,15.2,0,52,2023-10-05 07:17:07
"1384",1384,7526,33,13.63,60.45,1.13,2.198,0.773,2,3574,3.42,1.24,358,20.8,52,1023.4,0.499,4.11,15.4,0,52,2023-10-05 07:17:08
"1385",1385,7210,34,13.46,61.31,1.18,2.171,0.788,0,276,-3.3,-1.24,358,20.8,52,1023.4,0.5,4.12,15.28,0,52,2023-10-05 07:17:09
"1386",1386,7868,32,13.76,59.24,1.07,2.219,0.752,2,3572,4.1,1.18,359,20.8,52,1023.4,0.5,4.11,15.2,0,52,2023-10-05 07:17:10
"1387",1387,7625,35,14.68,68.66,1.36,2.367,0.888,0,275,-2.74,-0.93,359,20.8,52,1023.4,0.5,4.12,15.28,0,52,2023-10-05 07:17:11
"1388",1388,7924,35,14.97,68.87,1.34,2.414,0.888,1.99,3571,3.61,1.37,358,20.8,52,1023.4,0.5,4.11,15.24,0,52,2023-10-05 07:17:12
"1389",1389,8272,32,14.35,61.34,1.1,2.315,0.777,0,275,-2.86,-1.24,358,20.8,52,1023.6,0.5,4.12,15.04,0,52,2023-10-05 07:17:13
"1390",1390,8925,30,14.16,56.03,0.93,2.284,0.692,2.02,3572,3.92,1.31,359,20.8,52,1023.6,0.5,4.11,15,0,52,2023-10-05 07:17:14
"1391",1391,9415,29,14.88,58.66,0.97,2.4,0.724,0,273,-2.61,-0.81,358,20.8,53,1023.6,0.5,4.12,14.96,0,52,2023-10-05 07:17:15
"1392",1392,8517,32,14.93,64.42,1.17,2.408,0.818,2.03,3572,4.04,1.49,359,20.8,53,1023.2,0.5,4.11,14.96,0,52,2023-10-05 07:17:16
"1393",1393,8915,31,14.77,60.66,1.05,2.382,0.759,0,272,-2.98,-1.49,358,20.8,53,1023.2,0.5,4.11,14.96,0,52,2023-10-05 07:17:17
"1394",1394,9070,30,14.55,58.09,0.97,2.346,0.72,1.97,3572,3.98,1.24,358,20.8,52,1023.2,0.5,4.11,14.76,0,52,2023-10-05 07:17:18
"1395",1395,8588,31,14.45,60.13,1.05,2.33,0.756,0,277,-3.17,-1.06,359,20.8,52,1023.4,0.5,4.12,14.8,0,52,2023-10-05 07:17:19
"1396",1396,8241,31,13.96,58.45,1.03,2.251,0.736,2,3570,3.98,1.43,359,20.8,52,1023.4,0.5,4.11,14.92,0,52,2023-10-05 07:17:20
"1397",1397,8209,31,13.63,56.09,0.97,2.199,0.703,0,272,-3.36,-0.75,358,20.8,52,1023.4,0.5,4.12,15,0,52,2023-10-05 07:17:21
"1398",1398,8568,31,14.05,57.16,0.98,2.266,0.713,1.98,3571,4.23,1.12,358,20.8,52,1023.5,0.5,4.12,14.84,0,53,2023-10-05 07:17:22
"1399",1399,8967,30,14.62,59.24,1.01,2.359,0.738,0,276,-2.92,-0.99,359,20.8,52,1023.5,0.5,4.12,14.88,0,52,2023-10-05 07:17:23
"1400",1400,9587,29,15.02,58.75,0.96,2.422,0.723,1.99,3572,3.92,1.43,358,20.8,53,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:17:24
"1401",1401,8847,31,14.82,61.44,1.07,2.39,0.771,0,275,-2.8,-0.93,359,20.8,53,1023.3,0.5,4.12,14.76,0,52,2023-10-05 07:17:25
"1402",1402,8289,32,14.4,61.66,1.11,2.323,0.781,2,3572,3.92,1.43,358,20.8,53,1023.3,0.5,4.11,15.08,0,52,2023-10-05 07:17:26
"1403",1403,8645,30,13.99,56.28,0.95,2.256,0.7,0,279,-2.98,-0.93,359,20.8,53,1023.3,0.5,4.12,14.84,0,52,2023-10-05 07:17:27
"1404",1404,7370,35,13.88,63.75,1.24,2.239,0.821,2,3572,3.98,1.37,359,20.8,53,1023.3,0.5,4.11,15.2,0,52,2023-10-05 07:17:28
"1405",1405,7230,37,14.56,70.85,1.47,2.348,0.921,0,275,-2.86,-1.18,359,20.8,53,1023.3,0.5,4.12,14.92,0,52,2023-10-05 07:17:29
"1406",1406,7664,35,14.52,67.01,1.31,2.342,0.864,2,3574,3.86,1.49,358,20.9,53,1023.3,0.5,4.11,14.92,0,52,2023-10-05 07:17:30
"1407",1407,7867,34,14.5,65.34,1.25,2.339,0.838,0,276,-2.67,-0.87,359,20.9,53,1023.4,0.5,4.12,15.2,0,52,2023-10-05 07:17:31
"1408",1408,8060,34,14.63,65.03,1.22,2.359,0.832,2.01,3572,4.17,1.31,358,20.9,53,1023.4,0.5,4.11,15.4,0,52,2023-10-05 07:17:32
"1409",1409,7633,36,14.75,69.3,1.38,2.38,0.896,0,273,-2.92,-0.87,358,20.9,52,1023.4,0.5,4.12,15.48,0,52,2023-10-05 07:17:33
"1410",1410,7685,35,14.57,67.28,1.32,2.35,0.868,2,3575,4.23,1.74,359,20.9,52,1023.3,0.5,4.11,15.56,0,52,2023-10-05 07:17:34
"1411",1411,8160,32,14.24,61.19,1.11,2.297,0.776,0,279,-3.05,-0.75,358,20.9,52,1023.3,0.5,4.12,15.32,0,52,2023-10-05 07:17:35
"1412",1412,8172,33,14.47,62.98,1.16,2.334,0.801,2,3572,3.85,1.31,358,20.8,53,1023.3,0.5,4.11,15.48,0,52,2023-10-05 07:17:36
"1413",1413,7493,35,14.25,65.98,1.29,2.298,0.851,0,276,-2.8,-1.12,359,20.8,53,1023.6,0.5,4.12,15.48,0,52,2023-10-05 07:17:37
"1414",1414,7673,35,14.54,67.11,1.31,2.345,0.865,2,3572,3.98,1.43,359,20.8,53,1023.6,0.499,4.11,15.44,0,52,2023-10-05 07:17:38
"1415",1415,8889,31,14.84,61.36,1.07,2.394,0.77,0,281,-3.36,-1.06,358,20.8,52,1023.6,0.5,4.12,15.36,0,52,2023-10-05 07:17:39
"1416",1416,9633,29,15.05,58.74,0.96,2.427,0.722,2,3571,4.04,1.18,358,20.8,52,1023.4,0.5,4.11,15.4,0,52,2023-10-05 07:17:40
"1417",1417,8760,31,14.43,58.95,1.01,2.327,0.737,0,275,-3.3,-1.31,358,20.8,52,1023.4,0.5,4.12,15.12,0,52,2023-10-05 07:17:41
"1418",1418,7566,33,13.61,60.05,1.12,2.195,0.767,2.02,3572,4.04,1.55,359,20.9,53,1023.4,0.499,4.12,15.16,0,52,2023-10-05 07:17:42
"1419",1419,8133,32,14.06,59.96,1.08,2.269,0.759,0,276,-3.42,-1.12,359,20.9,53,1023.5,0.5,4.12,15,0,52,2023-10-05 07:17:43
"1420",1420,7699,34,13.99,62.28,1.17,2.257,0.797,1.99,3574,3.98,1.43,358,20.9,53,1023.5,0.5,4.11,15.08,0,52,2023-10-05 07:17:44
"1421",1421,7006,38,14.42,71.48,1.51,2.325,0.932,0,273,-2.92,-1.24,358,20.9,53,1023.5,0.499,4.12,14.96,0,52,2023-10-05 07:17:45
"1422",1422,7864,34,14.34,64,1.21,2.313,0.82,1.98,3572,3.48,1.93,358,20.9,53,1023.5,0.499,4.11,15.04,0,52,2023-10-05 07:17:46
"1423",1423,7699,33,13.5,58.27,1.06,2.178,0.74,0,277,-3.11,-0.99,358,20.9,53,1023.5,0.5,4.12,14.88,0,52,2023-10-05 07:17:47
"1424",1424,7120,36,13.72,64.29,1.28,2.213,0.831,1.97,3571,4.23,1.31,358,20.8,52,1023.5,0.5,4.11,14.92,0,52,2023-10-05 07:17:48
"1425",1425,8204,32,14.24,60.91,1.1,2.297,0.772,0,276,-2.8,-0.93,359,20.8,52,1023.6,0.5,4.11,14.76,0,52,2023-10-05 07:17:49
"1426",1426,9441,28,14.15,53.24,0.84,2.282,0.645,1.97,3572,3.79,1.31,359,20.8,52,1023.6,0.5,4.11,14.8,0,52,2023-10-05 07:17:50
"1427",1427,8498,30,13.77,55.48,0.94,2.221,0.69,0,277,-3.17,-0.68,357,20.9,52,1023.6,0.5,4.12,15,0,53,2023-10-05 07:17:51
"1428",1428,6976,36,13.47,63.23,1.26,2.173,0.818,1.98,3572,4.04,1.18,358,20.9,52,1023.6,0.5,4.11,15.08,0,52,2023-10-05 07:17:52
"1429",1429,6606,38,13.83,69.58,1.49,2.23,0.909,0,276,-2.92,-0.99,358,20.9,52,1023.6,0.499,4.12,14.96,0,52,2023-10-05 07:17:53
"1430",1430,7673,35,14.55,67.21,1.32,2.347,0.867,2,3574,3.85,1.68,359,20.8,52,1023.6,0.5,4.11,14.88,0,52,2023-10-05 07:17:54
"1431",1431,7243,37,14.54,70.55,1.46,2.345,0.917,0,276,-2.92,-0.99,359,20.8,52,1023.5,0.499,4.12,14.92,0,53,2023-10-05 07:17:55
"1432",1432,6736,40,14.6,75.74,1.68,2.355,0.991,2.01,3574,4.1,1.74,359,20.8,52,1023.5,0.5,4.11,15.04,0,52,2023-10-05 07:17:56
"1433",1433,7489,36,14.44,67.64,1.34,2.329,0.875,0,275,-3.23,-1.12,359,20.8,52,1023.5,0.5,4.12,15.12,0,52,2023-10-05 07:17:57
"1434",1434,8144,34,14.99,67.43,1.28,2.417,0.865,2,3570,3.92,1.49,359,20.8,52,1023.4,0.5,4.11,15,0,52,2023-10-05 07:17:58
"1435",1435,8679,32,15.12,64.85,1.17,2.438,0.822,0,276,-2.86,-1.06,358,20.8,52,1023.4,0.5,4.11,15.04,0,52,2023-10-05 07:17:59
"1436",1436,8709,31,14.55,60.17,1.05,2.346,0.755,2.01,3572,4.23,1.68,358,20.8,52,1023.4,0.5,4.11,15.16,0,52,2023-10-05 07:18:00
"1437",1437,8126,34,14.98,67.52,1.29,2.416,0.866,0,273,-3.3,-0.93,358,20.8,52,1023.1,0.5,4.12,14.76,0,52,2023-10-05 07:18:01
"1438",1438,7281,37,14.88,73.31,1.54,2.399,0.955,2,3571,4.66,1.74,358,20.8,52,1023.1,0.5,4.11,15.24,0,52,2023-10-05 07:18:02
"1439",1439,6778,40,14.97,78.91,1.78,2.414,1.034,0,277,-3.98,-1.24,357,20.8,53,1023.1,0.499,4.11,15.28,0,52,2023-10-05 07:18:03
"1440",1440,7675,39,16.5,85.01,1.87,2.662,1.112,2.01,3571,4.91,1.87,358,20.8,53,1023.6,0.499,4.11,15.36,0,52,2023-10-05 07:18:04
"1441",1441,8821,36,17.46,83.71,1.71,2.816,1.086,0,277,-3.61,-1.43,358,20.8,53,1023.6,0.499,4.12,15.4,0,52,2023-10-05 07:18:05
"1442",1442,10369,32,17.96,76.64,1.38,2.896,0.97,2.02,3575,4.35,1.87,359,20.8,53,1023.6,0.5,4.11,15.44,0,52,2023-10-05 07:18:06
"1443",1443,9950,32,17.38,74.7,1.35,2.802,0.948,0,275,-3.42,-1.55,359,20.8,53,1023.6,0.499,4.12,15.32,0,52,2023-10-05 07:18:07
"1444",1444,8193,36,16.1,76.71,1.55,2.597,0.995,2,3572,4.6,1.55,359,20.8,53,1023.6,0.499,4.11,15.48,0,52,2023-10-05 07:18:08
"1445",1445,9989,30,15.98,63.68,1.06,2.578,0.789,0,273,-3.54,-1.06,359,20.8,53,1023.6,0.5,4.12,15.32,0,52,2023-10-05 07:18:09
"1446",1446,10107,30,16.02,63.29,1.05,2.583,0.782,1.97,3572,5.22,1.37,358,20.8,53,1023.6,0.5,4.11,15.36,0,52,2023-10-05 07:18:10
"1447",1447,9127,33,16.31,71.56,1.32,2.631,0.912,0,276,-3.61,-1.18,358,20.8,53,1023.6,0.5,4.12,15.28,0,52,2023-10-05 07:18:11
"1448",1448,9706,32,16.98,73.12,1.33,2.739,0.928,2.03,3571,5.1,1.37,359,20.8,53,1023.6,0.5,4.11,15.44,0,52,2023-10-05 07:18:12
"1449",1449,9506,34,17.61,79.66,1.52,2.84,1.023,0,275,-4.1,-1.31,359,20.8,53,1023.5,0.5,4.11,15.2,0,52,2023-10-05 07:18:13
"1450",1450,9782,35,18.34,83.87,1.62,2.958,1.079,2.01,3575,4.97,1.87,358,20.8,53,1023.5,0.5,4.11,15.08,0,52,2023-10-05 07:18:14
"1451",1451,10407,33,18.44,80.29,1.47,2.974,1.022,0,275,-4.1,-1.24,359,20.9,52,1023.5,0.501,4.11,15.08,0,52,2023-10-05 07:18:15
"1452",1452,10400,33,18.53,81.11,1.5,2.989,1.034,1.97,3572,4.54,1.55,358,20.9,52,1023.6,0.5,4.11,15.28,0,52,2023-10-05 07:18:16
"1453",1453,10110,33,17.78,76.95,1.4,2.868,0.978,0,277,-3.11,-1.37,358,20.9,52,1023.6,0.5,4.12,15.12,0,52,2023-10-05 07:18:17
"1454",1454,9525,32,16.41,69.75,1.25,2.647,0.882,1.95,3574,4.1,1.49,358,20.9,53,1023.6,0.5,4.11,14.92,0,52,2023-10-05 07:18:18
"1455",1455,7899,36,15.32,72.18,1.44,2.471,0.934,0,276,-2.92,-0.93,358,20.9,53,1023.5,0.5,4.11,14.96,0,52,2023-10-05 07:18:19
"1456",1456,7728,35,14.69,68.03,1.33,2.37,0.878,2,3572,4.17,1.43,359,20.9,53,1023.5,0.5,4.11,14.92,0,52,2023-10-05 07:18:20
"1457",1457,9218,31,15.27,62.73,1.08,2.463,0.785,0,279,-3.67,-0.99,358,20.8,53,1023.5,0.5,4.12,15.04,0,52,2023-10-05 07:18:21
"1458",1458,9185,32,15.88,67.67,1.21,2.561,0.856,2.03,3572,3.85,1.49,359,20.8,53,1023.4,0.5,4.11,15.48,0,52,2023-10-05 07:18:22
"1459",1459,7959,36,15.42,72.54,1.45,2.487,0.939,0,276,-2.36,-1.24,359,20.8,53,1023.4,0.5,4.12,15.28,0,52,2023-10-05 07:18:23
"1460",1460,7800,35,14.59,66.62,1.29,2.354,0.857,2,3572,3.98,1.43,358,20.8,53,1023.4,0.499,4.11,15.28,0,52,2023-10-05 07:18:24
"1461",1461,8428,31,14.28,59.82,1.05,2.304,0.753,0,273,-2.92,-0.87,359,20.8,53,1023.3,0.5,4.12,14.96,0,52,2023-10-05 07:18:25
"1462",1462,7938,34,14.51,64.89,1.23,2.34,0.831,1.99,3572,4.17,1.31,359,20.8,53,1023.3,0.5,4.11,14.92,0,52,2023-10-05 07:18:26
"1463",1463,7624,36,14.8,69.73,1.39,2.387,0.902,0,276,-2.86,-1.31,358,20.8,52,1023.3,0.5,4.12,15.04,0,52,2023-10-05 07:18:27
"1464",1464,7668,35,14.38,65.74,1.27,2.319,0.846,2.02,3572,4.04,1.49,359,20.8,52,1023.5,0.5,4.11,15.16,0,52,2023-10-05 07:18:28
"1465",1465,8026,33,14.32,62.76,1.16,2.31,0.8,0,277,-3.17,-1.12,359,20.8,52,1023.5,0.499,4.12,15.04,0,52,2023-10-05 07:18:29
"1466",1466,9314,30,14.96,59.81,1,2.413,0.742,1.99,3572,4.29,1.55,358,20.9,52,1023.5,0.5,4.11,15.4,0,52,2023-10-05 07:18:30
"1467",1467,9427,30,15.12,60.37,1.01,2.439,0.749,0,273,-3.23,-0.93,358,20.9,52,1023.5,0.499,4.12,15.36,0,52,2023-10-05 07:18:31
"1468",1468,8789,32,15.15,64.39,1.15,2.443,0.814,2.01,3571,3.92,1.49,359,20.9,52,1023.5,0.5,4.11,15.52,0,52,2023-10-05 07:18:32
"1469",1469,7761,35,14.86,69.2,1.37,2.397,0.894,0.01,275,-3.23,-1.31,359,20.8,52,1023.5,0.5,4.12,15.16,0,52,2023-10-05 07:18:33
"1470",1470,7302,38,14.95,73.84,1.55,2.412,0.962,1.99,3572,4.1,1.55,358,20.8,52,1023.4,0.5,4.11,15.04,0,52,2023-10-05 07:18:34
"1471",1471,8473,33,15.11,66.2,1.22,2.438,0.844,0,272,-2.92,-1.31,359,20.8,52,1023.4,0.5,4.11,14.92,0,52,2023-10-05 07:18:35
"1472",1472,8399,33,14.78,63.95,1.17,2.384,0.813,2.03,3572,4.23,1.49,359,20.8,53,1023.4,0.5,4.11,15.12,0,52,2023-10-05 07:18:36
"1473",1473,8318,33,14.84,64.99,1.2,2.393,0.828,0,269,-3.05,-0.93,359,20.8,53,1023.7,0.5,4.12,14.76,0,52,2023-10-05 07:18:37
"1474",1474,8155,33,14.52,63.48,1.17,2.342,0.809,2,3572,4.41,1.18,360,20.8,53,1023.7,0.5,4.11,15.44,0,52,2023-10-05 07:18:38
"1475",1475,7873,35,15.15,70.87,1.41,2.444,0.916,0,275,-3.11,-0.99,358,20.9,53,1023.7,0.5,4.12,15.36,0,52,2023-10-05 07:18:39
"1476",1476,8482,33,15.3,67.63,1.26,2.467,0.864,2,3570,4.29,1.62,359,20.9,53,1023.6,0.5,4.11,15.52,0,52,2023-10-05 07:18:40
"1477",1477,8661,32,15,64.06,1.15,2.42,0.811,0,277,-3.48,-1.12,358,20.9,53,1023.6,0.5,4.12,15.24,0,52,2023-10-05 07:18:41
"1478",1478,9173,31,15.55,65.18,1.15,2.509,0.821,2,3575,4.85,1.74,358,20.8,52,1023.6,0.5,4.11,15.52,0,52,2023-10-05 07:18:42
"1479",1479,9045,32,15.79,67.83,1.23,2.546,0.86,0,277,-3.42,-0.81,358,20.8,52,1023.5,0.5,4.12,15.24,0,52,2023-10-05 07:18:43
"1480",1480,7767,37,15.75,77.11,1.61,2.54,1.004,2.01,3570,4.85,1.55,357,20.8,52,1023.5,0.5,4.11,15.36,0,52,2023-10-05 07:18:44
